GeneName,geneid,baseMean,log2FoldChange,pvalue,padj
SLC12A3,6559,21.54954897,1.043623665,0.0000796,0.000184829
BOD1L1,259282,2437.741539,-0.371155814,0.0000797,0.000185009
FBXO6,26270,824.0759614,0.291306373,0.0000801,0.000185916
YWHAQ,10971,19033.39724,0.21659423,0.0000802,0.000186045
KLK3,354,936617.235,0.674071669,0.0000803,0.000186187
BID,637,875.6008113,0.281363105,0.0000804,0.00018643
RWDD3,25950,686.5461601,0.290536596,0.0000805,0.000186622
RAD51C,5889,900.7812031,0.248250251,0.0000807,0.000187036
,553158,94.3049409,0.617200014,0.0000807,0.000187062
GLO1,2739,21255.31708,0.495286374,0.0000808,0.000187256
MTA2,9219,4903.813836,0.1885073,0.0000811,0.000187981
ARSA,410,3301.335394,0.4141122,0.0000811,0.00018804
DAGLA,747,474.3780131,-0.40276243,0.0000811,0.000188061
CPOX,1371,721.4045273,0.198552413,0.0000813,0.000188395
NNMT,4837,1312.107125,0.723482931,0.0000813,0.000188486
NPLOC4,55666,4518.397153,0.16549301,0.0000816,0.00018908
TRPM6,140803,69.77055145,-0.70401558,0.0000818,0.000189463
ZNF287,57336,378.9017326,-0.198139469,0.0000818,0.000189474
ALG1,56052,1661.036914,0.250924021,0.0000819,0.000189682
AXDND1,126859,2.705804478,0.991031637,0.000082,0.000189801
SLC17A4,10050,10.65578668,1.656173199,0.000082,0.00018997
NIM1K,167359,24.90940815,-0.552049336,0.0000821,0.00018997
GDI2,2665,11413.53721,0.189883728,0.0000822,0.000190202
DHX40,79665,2756.258734,-0.188795919,0.0000825,0.000190897
JAGN1,84522,2399.886643,0.29550611,0.0000828,0.000191513
PIK3CG,5294,87.60214144,-0.837200651,0.0000828,0.00019156
CPSF4,10898,1334.830802,0.266687954,0.0000829,0.000191762
FAM69A,388650,688.6767906,-0.382308338,0.000083,0.000192003
TUBGCP6,85378,2604.51794,0.291089195,0.0000832,0.000192455
MUM1,84939,1846.342662,0.227474415,0.0000833,0.00019258
SORL1,6653,8745.148316,-0.491616186,0.0000834,0.000192803
KDM2B,84678,942.6838321,-0.237379465,0.0000836,0.000193322
LOXHD1,125336,1.718614829,-1.457680048,0.0000837,0.000193407
PDE6B,5158,122.7264163,-0.703439278,0.0000837,0.000193491
PCYT2,5833,2638.045219,0.444572738,0.0000837,0.000193521
LRRC61,65999,718.9521536,0.345669597,0.000084,0.000194204
PLA2G2D,26279,69.71408631,1.087208051,0.0000842,0.000194473
,80035,8.311472185,0.763661864,0.0000842,0.000194473
DNAJB14,79982,764.3379218,-0.342474553,0.0000842,0.000194473
WNT6,7475,50.71903712,-0.858195475,0.0000842,0.000194473
,151174,9.430308555,-0.779394177,0.0000844,0.000195045
BEX4,56271,3650.863912,-0.262817141,0.0000848,0.00019594
ADH1A,124,2.890348499,-1.014709692,0.0000852,0.000196838
HEATR3,55027,611.6640805,0.305776641,0.0000853,0.000196944
TPH1,7166,22.59110286,-1.066566374,0.0000854,0.000197177
ARHGEF39,84904,109.2942348,0.497008063,0.0000854,0.000197253
PLIN1,5346,71.38900658,0.72410738,0.0000856,0.000197515
HSD11B2,3291,724.4915557,-0.635475731,0.0000857,0.00019768
RER1,11079,8716.641545,0.281138026,0.0000857,0.000197742
PKM,5315,33201.02983,-0.232531195,0.0000858,0.000197874
HADHB,3032,7239.516098,0.198179994,0.0000858,0.000197997
ZNF546,339327,136.9729384,-0.277395382,0.0000858,0.000197997
TRMT10C,54931,1062.785868,0.252469983,0.0000861,0.000198698
COMMD1,150684,794.6755431,0.37036751,0.0000863,0.000199068
ZNF407,55628,790.1888696,-0.266454258,0.0000863,0.000199068
ANAPC16,119504,7080.282736,-0.213540911,0.0000863,0.000199068
BST1,683,70.53925007,-0.602726551,0.000087,0.000200578
NCOA4,8031,17254.86654,-0.350516054,0.0000871,0.000200661
TAS2R20,259295,37.43604649,0.394655699,0.0000874,0.000201509
KRT36,8689,6.591757985,1.068181613,0.0000879,0.000202595
,100129726,14.96203984,0.631167152,0.000088,0.000202772
TAPBP,6892,11681.41033,0.295326264,0.0000886,0.000204091
,8632,34.40044372,0.475922536,0.0000888,0.000204477
ENC1,8507,3692.908526,0.487170943,0.0000888,0.000204539
PHPT1,29085,5419.929845,0.406450845,0.0000889,0.000204725
YARS,8565,3977.678686,0.259600467,0.0000891,0.000205111
RALYL,138046,6.53114461,-1.277685845,0.0000891,0.000205111
ZNF444,55311,2242.714696,0.384916649,0.0000893,0.000205584
STS,412,1269.119296,-0.342949401,0.0000893,0.000205584
SLC39A14,23516,2207.497957,-0.319961156,0.0000893,0.000205635
,728609,234.1323819,0.324965001,0.0000895,0.000205968
CFAP61,26074,12.51096256,0.913802546,0.00009,0.00020706
DRG2,1819,2365.060787,0.263126434,0.00009,0.00020706
LHX3,8022,0.490795843,2.122431539,0.0000903,0.000207639
SLC26A9,115019,8.695514413,-0.914619606,0.0000903,0.000207675
CCNH,902,1732.273586,0.396510075,0.0000904,0.000207881
,440253,68.55844462,-0.43355973,0.0000904,0.000207881
SSBP4,170463,1468.220261,0.323642575,0.0000906,0.00020828
,645851,14.89036078,0.644852554,0.0000907,0.000208633
PIGQ,9091,2810.562286,0.342217436,0.0000909,0.000208945
ARHGAP4,393,611.7473216,0.463105498,0.000091,0.000209166
SEC24C,9632,8185.948603,0.184634112,0.0000914,0.000210085
ANKRD52,283373,3103.486944,0.287499685,0.0000914,0.000210156
DDRGK1,65992,3485.790472,0.330546088,0.000092,0.000211342
ZNF777,27153,1418.147314,0.177220633,0.0000921,0.000211533
ARL6IP6,151188,532.7029681,-0.262932693,0.0000921,0.000211533
SIRPB1,10326,77.82104665,-0.589985527,0.0000921,0.000211533
HNRNPA0,10949,9000.921375,0.1869825,0.0000924,0.000212165
RNF121,55298,1278.247828,-0.18131402,0.0000925,0.000212519
MMP28,79148,361.0141985,-0.659184504,0.0000926,0.000212702
TMEFF2,23671,14097.59577,1.016666567,0.0000928,0.000213139
SLC25A35,399512,527.8836981,0.356955345,0.0000929,0.000213377
,114130,7.211745206,0.736498757,0.0000935,0.000214643
SPATC1L,84221,1356.423883,0.591113962,0.0000935,0.00021466
ERP27,121506,345.6392177,0.83601789,0.0000937,0.000214949
,55410,132.8035327,0.614378118,0.0000938,0.000215285
,148189,214.7196568,0.318149838,0.000094,0.000215557
MRPL40,64976,2244.644825,0.353076801,0.000094,0.000215671
NACA2,342538,434.5707932,0.488865865,0.000094,0.000215726
FBXL18,80028,889.052008,0.399931814,0.0000941,0.00021579
CCDC106,29903,1081.343257,0.353631619,0.0000941,0.000215847
NEB,4703,648.6096488,-1.220671066,0.0000942,0.000216075
PSMD4,5710,6254.971844,0.282365972,0.0000943,0.000216092
GPR20,2843,13.47218802,-0.751303545,0.0000943,0.00021614
,100288778,1499.100491,0.501196112,0.0000946,0.000216805
AMMECR1,9949,719.1923331,0.376227402,0.0000949,0.000217483
PSMC5,5705,7376.490064,0.265248453,0.0000953,0.000218277
CES2,8824,2971.537109,-0.226556101,0.0000955,0.000218704
WEE1,7465,1684.61983,-0.4442446,0.0000955,0.000218719
UROS,7390,1635.49027,0.299466701,0.0000955,0.00021885
COMMD9,29099,1280.124638,0.240217239,0.0000955,0.00021885
,645683,90.23092808,0.701479592,0.0000956,0.000218879
UHRF1BP1L,23074,1234.798525,-0.298137861,0.0000956,0.000218992
CTBP1,1487,7983.022857,0.242975081,0.0000957,0.000219068
CIPC,85457,3467.376701,-0.210192591,0.0000957,0.000219091
ERCC5,2073,2402.459956,-0.193901317,0.000096,0.000219654
DCLRE1A,9937,1138.693245,0.320713083,0.0000961,0.000219974
CDK17,5128,1651.111369,0.378229765,0.0000964,0.000220513
STARD3NL,83930,3732.308363,0.47602127,0.0000964,0.000220588
FZD2,2535,137.4832941,-0.496640071,0.0000974,0.000222838
PPARA,5465,1735.302099,-0.326001164,0.0000975,0.000222991
LETM2,137994,38.06644747,-0.409191396,0.0000977,0.000223379
TMEM115,11070,4015.956133,0.247372025,0.0000978,0.000223634
MAK16,84549,716.4569233,-0.235502329,0.0000978,0.000223724
CPA3,1359,620.672922,-0.757522082,0.0000979,0.000223925
SLC4A8,9498,63.24624544,-0.536019079,0.000098,0.00022406
EVC,2121,1767.586736,-0.36925689,0.0000981,0.000224212
CAMP,820,9.551784963,-1.15719683,0.0000983,0.000224682
,100133331,318.1329056,0.440111821,0.0000983,0.000224709
DHCR24,1718,47933.24723,0.53782016,0.0000984,0.000224898
CFAP221,200373,14.52895903,-1.0218039,0.0000984,0.000224925
NDUFB6,4712,1866.509222,0.278843254,0.0000989,0.000225946
DOCK11,139818,365.086326,-0.57332136,0.0000989,0.000225946
GIMAP6,474344,565.0269944,-0.494525968,0.0000991,0.000226465
RCE1,9986,809.227685,0.25804827,0.0000992,0.000226524
ZFX,7543,2007.712304,-0.408624114,0.0000992,0.000226615
NUAK2,81788,388.8503195,0.538211917,0.0000994,0.000227014
SCO1,6341,1354.000147,0.283188143,0.0000995,0.000227142
BGLAP,632,149.0592612,0.553020461,0.0000995,0.000227253
ANO7,50636,7652.788785,0.82171142,0.0000997,0.000227497
ARL8A,127829,2847.320967,0.206298406,0.0000998,0.0002277
ANGPT4,51378,3.795076719,-0.794722227,0.000100446,0.000229217
MAP2K3,5606,2767.340726,0.291095167,0.000100628,0.000229606
ZNF574,64763,1514.655409,0.20666319,0.000100704,0.000229751
COMMD4,54939,2459.967274,0.359695507,0.000100839,0.000230033
ECM2,1842,585.2270352,-0.54775071,0.000100903,0.000230151
HOOK1,51361,1682.898521,0.351449434,0.000101091,0.000230553
,83869,41.53718704,0.653394301,0.000101264,0.00023092
,344595,483.2859654,-0.595927478,0.000101321,0.000231021
AHRR,57491,51.37877641,0.545327495,0.000101483,0.000231363
N6AMT2,221143,456.3303402,0.357787437,0.000101797,0.000232052
CASC5,57082,47.96618273,0.849282883,0.000101881,0.000232214
R3HDM4,91300,3693.519504,0.287192027,0.000102126,0.000232746
TNFRSF6B,8771,116.1998961,0.532920776,0.000102259,0.000233021
C20orf144,128864,1.269453977,1.263589734,0.000102811,0.000234252
DCAF12,25853,2966.461748,0.21310203,0.000103413,0.000235595
N4BP2L1,90634,506.281053,-0.426871488,0.000103427,0.000235599
HTATSF1,27336,3565.250763,-0.161970815,0.000103537,0.00023582
PLEKHG2,64857,731.466835,-0.408842933,0.000103642,0.000236032
TRIM74,378108,11.78856703,0.966549308,0.000103797,0.000236358
THAP1,55145,429.4816441,-0.20236457,0.000104027,0.000236854
TMOD3,29766,2595.006385,-0.338039353,0.000104108,0.00023701
SFT2D3,84826,1022.190389,0.228510592,0.00010417,0.000237121
FOXP1,27086,5812.278882,0.311556629,0.000104556,0.000237971
SLC16A13,201232,125.5610363,-0.445992171,0.000104732,0.000238343
POTED,317754,1.066472143,1.909640515,0.000104764,0.000238388
SERPINB3,6317,118.8658135,-1.316547926,0.000104972,0.000238834
CDH19,28513,45.19017972,-0.972851233,0.000105315,0.000239585
UNC93A,54346,17.19227006,0.826413523,0.000105362,0.000239664
PODNL1,79883,116.2435679,0.590447717,0.00010553,0.000240018
BBS7,55212,544.6913525,-0.235418928,0.00010562,0.000240195
DEFB127,140850,0.336806224,-2.050152865,0.000105807,0.000240591
,4950,862.3824387,0.612421883,0.000106107,0.000241243
BTD,686,2053.15281,0.28900027,0.000106201,0.000241429
SLC25A3,5250,15767.82726,0.216025511,0.000106456,0.00024198
ZNF410,57862,2084.973803,-0.134796011,0.000106506,0.000242064
PGP,283871,816.0769386,0.406871588,0.000106703,0.000242485
GATAD2A,54815,2862.275834,0.221404384,0.000106733,0.000242495
COL13A1,1305,181.6695148,-0.796007914,0.000106731,0.000242495
CCR3,1232,2.15007167,-0.951047026,0.000106798,0.000242614
PDPR,55066,1385.139815,-0.543359999,0.000107427,0.000244014
RHCE,6006,112.4851786,0.611648216,0.000107473,0.000244088
FAM65B,9750,527.8839582,-0.83982012,0.000107486,0.000244088
ZNF827,152485,1210.805597,-0.688730108,0.000107657,0.000244449
ASB5,140458,392.8132529,-0.903366154,0.0001077,0.000244517
MINOS1,440574,4234.734822,0.335433882,0.000107951,0.000245057
SNX14,57231,2345.186679,-0.233761191,0.000108013,0.000245169
CCDC39,339829,31.53828566,0.665906939,0.000108061,0.000245249
PRPF31,26121,3198.985082,0.251461908,0.000108274,0.000245705
DRAXIN,374946,5.604745955,0.817028552,0.000108489,0.000246162
TCTEX1D2,255758,291.0699837,0.40883118,0.000108734,0.000246689
ELL,8178,1106.393434,0.16104669,0.0001088,0.00024681
TMEM116,89894,255.4428394,-0.366334062,0.000108818,0.000246821
CYP4F12,66002,169.8730174,-0.890594807,0.00010895,0.00024709
SLC6A4,6532,11.84066172,-0.999948379,0.000109028,0.000247238
NPHP1,4867,249.1830426,-0.285067787,0.000109256,0.000247726
C1orf158,93190,3.633718894,1.706387483,0.000109334,0.000247874
MOB1B,92597,2272.135715,0.270320373,0.000109614,0.00024848
ESPNL,339768,50.43423078,-0.88973402,0.000109782,0.000248832
TIMM44,10469,1743.497378,0.233079599,0.000109839,0.000248931
ARSB,411,644.3658396,-0.331364726,0.000110301,0.000249948
ZNF682,91120,258.4768084,0.350093197,0.000110514,0.0002504
TAP1,6890,4361.486538,0.429105985,0.000111013,0.000251502
MSTO1,55154,1581.637453,0.279393996,0.000111379,0.000252241
CASP8,841,884.5284097,0.293712597,0.000111357,0.000252241
KMT2A,4297,4099.350975,-0.328956042,0.000111371,0.000252241
NUDT22,84304,1616.460479,0.332678728,0.00011179,0.000253143
FYTTD1,84248,3509.357723,-0.22263987,0.00011182,0.000253181
YEATS4,8089,783.4530995,0.273069057,0.000111847,0.000253211
KIAA1045,23349,14.68357352,-0.641570231,0.000111904,0.000253309
ISM1,140862,60.62562955,-0.616681683,0.000112056,0.000253623
KRTAP26-1,388818,0.291260672,2.114073772,0.000112145,0.000253797
ERAL1,26284,2560.381529,0.202686917,0.000112399,0.000254341
CHRDL2,25884,431.5704001,-0.911727281,0.000112748,0.000255099
RHBDL1,9028,145.5521015,0.569875952,0.000112806,0.0002552
CFAP57,149465,11.75937801,0.846930942,0.000112827,0.000255218
SHC3,53358,9.910934636,-0.820711068,0.000113378,0.000256434
AKR7A3,22977,38.02598051,0.736570303,0.000113413,0.000256483
C2orf61,285051,0.737388471,-1.005357491,0.00011355,0.000256762
NADK2,133686,2300.457931,0.236235203,0.00011361,0.000256868
SNRPD1,6632,1380.428327,0.304460731,0.000113974,0.000257661
SMAD9,4093,568.0412924,-0.660727318,0.000114131,0.000257984
ABI3BP,25890,563.6024979,-0.679776296,0.000114276,0.000258282
DRAP1,10589,3563.166807,0.37278404,0.000114838,0.000259522
APPL1,26060,3099.234789,-0.251420787,0.000114869,0.000259562
PHF1,5252,3993.041222,-0.253893158,0.00011489,0.000259579
RPL21,6144,20.58859313,0.813206081,0.00011498,0.000259751
SMARCD1,6602,2466.232853,0.160928422,0.000115571,0.000261055
C6orf62,81688,8689.062794,0.218968903,0.000115595,0.000261079
,767846,16.35821267,0.617771727,0.000115625,0.000261116
FDX1L,112812,674.3730603,0.403113862,0.000116026,0.00026199
PMF1,11243,2430.600626,0.273493379,0.000116198,0.000262346
FOXK2,3607,2876.428369,0.186991948,0.000116257,0.000262449
METTL18,92342,352.9660574,0.266087484,0.000116413,0.000262771
ARHGEF33,100271715,25.56225782,-0.440520356,0.000116633,0.000263236
PLB1,151056,124.2103058,-0.382752909,0.000116857,0.00026371
RFT1,91869,1216.866108,0.183851469,0.000117004,0.000264012
MYT1,4661,25.0957352,1.117057129,0.000117076,0.000264112
USP8,9101,2475.404348,-0.24023423,0.000117067,0.000264112
MPG,4350,3084.662939,0.31388328,0.000117392,0.000264793
COMMD8,54951,513.4610968,-0.242092968,0.000117816,0.000265688
UTP14C,9724,2734.052908,-0.365785832,0.000117811,0.000265688
RPL7,6129,4425.187446,0.334752462,0.000117862,0.00026576
GRASP,160622,476.9329426,-0.566137575,0.00011808,0.00026622
SGOL2,151246,182.06513,0.422124072,0.000118145,0.000266333
CFHR3,10878,1.929296385,-1.002736167,0.000118266,0.000266576
ACAP3,116983,1412.103592,0.374091487,0.000118292,0.000266603
TMX1,81542,1795.360202,-0.241024574,0.00011845,0.000266929
ZNF699,374879,49.15894285,-0.666741806,0.000118526,0.000267068
ECM1,1893,596.4827853,-0.595972942,0.000118619,0.000267246
DR1,1810,2123.281858,-0.226695619,0.000118877,0.000267796
ADAMTS3,9508,178.0732068,0.56414217,0.000118989,0.000268016
C19orf25,148223,1466.130545,0.310299455,0.000119149,0.000268345
TEX30,93081,218.0730744,-0.39503345,0.000119231,0.000268497
SOX10,6663,86.56948687,-0.918151864,0.000119533,0.000269147
PREPL,9581,4281.819335,-0.236927457,0.000119771,0.000269634
PTPRB,5787,1257.559005,-0.466272882,0.000119778,0.000269634
,84278,72.38246784,0.413833605,0.000119852,0.000269768
HEPACAM,220296,8.376210307,-1.13105174,0.000120143,0.000270392
ICE1,23379,1916.247528,-0.257470158,0.000120321,0.00027076
,440072,14.00829761,0.654344257,0.000120364,0.000270825
KLF6,1316,4917.870725,-0.591823296,0.000121072,0.000272388
ZNF688,146542,710.453419,0.402365312,0.000121108,0.000272435
TTC39A,22996,3451.022684,0.376871434,0.000121712,0.000273763
CLCN1,1180,3.97826568,-1.110301142,0.000121814,0.000273959
TM4SF20,79853,1.488785289,1.761929675,0.000121987,0.000274317
C5orf64,285668,1.317846796,-0.97178683,0.000122062,0.000274453
PTPDC1,138639,343.0349395,0.240649764,0.000122195,0.00027472
TTC32,130502,272.7799403,0.404993781,0.000122255,0.000274822
VAV1,7409,220.7853884,-0.610244478,0.000122475,0.000275284
SOX13,9580,2397.781311,-0.255321133,0.000122601,0.000275536
MARVELD2,153562,1146.361061,0.379248855,0.000122862,0.000276089
CLIC2,1193,259.1737102,-0.441708307,0.000123543,0.000277588
TRIL,9865,269.1250295,-0.482426543,0.000123831,0.000278202
CLDND1,56650,2751.133047,-0.228059739,0.000123867,0.00027825
NMT1,4836,4463.016448,-0.18202226,0.000123952,0.000278408
B3GALNT1,8706,840.2491034,-0.486370082,0.000124029,0.000278549
TMEM168,64418,2578.88599,0.268846319,0.000124106,0.000278668
NUCB1,4924,25039.78393,0.261338435,0.000124111,0.000278668
LRRC31,79782,204.9867416,1.227462199,0.000124155,0.000278733
CD34,947,1719.823729,-0.433455167,0.000124246,0.000278906
ACADSB,36,5420.357279,0.398954808,0.000124385,0.000279185
ANKRD11,29123,4802.674057,-0.240679907,0.000124652,0.00027975
TREH,11181,3.855370435,-1.171676434,0.000125024,0.000280553
NRG4,145957,132.5363031,-1.052082274,0.000125517,0.000281625
C6orf132,647024,739.515433,0.363375672,0.000125835,0.000282305
MEGF10,84466,120.3821349,-0.709554933,0.000126101,0.00028287
NUAK1,9891,818.9597233,-0.535649385,0.000126426,0.000283566
SHOC2,8036,2384.648095,-0.208945891,0.00012648,0.000283653
MCPH1,79648,949.2974289,-0.239793495,0.000127205,0.000285245
TRAPPC12,51112,2287.062145,0.234379507,0.000127278,0.000285377
ZNF541,84215,24.35987259,0.717783653,0.000127296,0.000285383
FTSJ2,29960,1393.719273,0.183457866,0.000127406,0.000285596
C2orf47,79568,669.0217766,0.174099864,0.000127513,0.000285802
PDZD11,51248,1928.180208,0.272542632,0.000128293,0.000287517
SLC22A9,114571,0.659204721,1.941815388,0.000128378,0.000287639
THBS2,7058,1455.55866,0.729040576,0.000128362,0.000287639
GRIK3,2899,98.75720543,-0.714099316,0.000129186,0.000289416
LTF,4057,42305.48576,-1.276087053,0.000129252,0.000289531
SAMM50,25813,2444.866602,0.231430399,0.000129342,0.000289698
MYLK3,91807,51.85725363,-0.753600419,0.000129455,0.000289918
ADRB2,154,1287.066848,0.492422232,0.000129471,0.000289919
,100131691,83.42301524,0.382725172,0.000129756,0.000290522
MANBAL,63905,3538.540674,-0.238359755,0.000129925,0.000290869
PROM2,150696,4425.224664,-0.47447189,0.000129978,0.000290952
EHMT2,10919,3535.364028,0.20273862,0.000130103,0.000291199
UGDH,7358,6397.195183,0.489928089,0.000130135,0.000291201
TRAPPC8,22878,2206.403711,-0.280909327,0.000130122,0.000291201
FKBPL,63943,282.7503297,0.358498434,0.000130212,0.000291339
KIAA1462,57608,2170.775825,-0.594591587,0.000130287,0.000291473
ART5,116969,25.22752625,-0.675669972,0.000130337,0.000291551
TNFAIP8L1,126282,105.3065493,-0.415270927,0.00013087,0.000292709
PRDM13,59336,0.494147325,2.097360002,0.000130988,0.000292939
MRPL55,128308,1782.147066,0.426702884,0.00013162,0.000294285
APOBEC3H,164668,10.23679926,-0.784035943,0.000131606,0.000294285
C8orf76,84933,792.8426509,0.287582951,0.000131846,0.000294754
GDF5,8200,57.42768832,-0.845477467,0.000132263,0.000295652
TLX2,3196,0.761061085,1.887003493,0.000132462,0.000296062
ZNF19,7567,156.8196738,-0.259191918,0.000132609,0.000296357
EPHA4,2043,775.2583546,-0.519416264,0.00013312,0.000297463
FBXL12,54850,760.7575397,-0.162172386,0.00013317,0.000297541
CHRM5,1133,5.107125802,0.779895215,0.0001333,0.000297797
POMC,5443,41.59053006,-0.796781699,0.000133327,0.000297821
SERHL2,253190,694.0751687,0.848108397,0.000133838,0.000298915
FAM188B,84182,604.3949159,-0.356546537,0.000133848,0.000298915
,677847,1.452564716,1.096319538,0.000134035,0.000299298
TCTN2,79867,1532.125662,0.290295064,0.000134215,0.000299665
,85411,10.64773578,-0.470750327,0.000134979,0.000301336
CCNJ,54619,414.1025324,0.324864911,0.000135013,0.000301376
PIK3C3,5289,1202.882547,-0.204162844,0.000135126,0.000301595
ENTPD8,377841,43.133713,0.91703786,0.000135166,0.000301647
CLC,1178,1.604292203,-1.779780265,0.00013544,0.000302223
MAN1A2,10905,1668.242159,-0.424237119,0.000135936,0.000303295
COX8A,1351,8033.722677,0.320604321,0.000136836,0.000305234
EAF2,55840,695.0952681,-0.545134169,0.000136837,0.000305234
SFTPB,6439,7.265152677,-1.503845738,0.000137353,0.00030635
HUS1,3364,809.0714698,0.232093054,0.000137404,0.000306429
EI24,9538,6366.254053,0.197692163,0.000137738,0.000307137
TECR,9524,4066.93969,-0.303253489,0.000138556,0.000308924
BTBD10,84280,1183.882903,-0.173391587,0.000138739,0.000309297
TACC3,10460,561.1658045,0.58174606,0.000138981,0.000309801
KRT75,9119,6.559030865,1.355076296,0.000139875,0.000311756
AKAP13,11214,5212.556501,-0.325166601,0.00013998,0.000311953
TMUB1,83590,2029.875936,0.322923347,0.000140275,0.000312576
NELFE,7936,3156.738501,0.288335261,0.000140368,0.000312747
MARCH7,64844,3144.499671,-0.225077295,0.00014054,0.000313093
,677809,0.633435534,1.794791775,0.000140704,0.000313423
FOS,2353,35044.63602,-0.853797681,0.000141354,0.000314833
C15orf27,123591,102.9298762,0.616458234,0.000141653,0.000315425
TXLNA,200081,4457.148372,0.153048643,0.000141643,0.000315425
TAPT1,202018,1209.887749,-0.196710098,0.000141941,0.00031603
PTAFR,5724,73.27132153,-0.674295202,0.00014197,0.000316058
,100132103,4.743143328,-0.740645991,0.000142342,0.00031685
ARF1,375,33490.88127,0.250884693,0.000142739,0.00031766
,153910,3.112953018,-1.164541862,0.000142739,0.00031766
ANKDD1A,348094,316.7879591,-0.527848064,0.000142813,0.000317788
PIGM,93183,1869.205913,0.265180165,0.000143004,0.000318175
CNTNAP5,129684,3.474571995,-1.406286865,0.000143552,0.000319356
RNF43,54894,2882.852305,0.49095092,0.000143581,0.000319385
DIS3L,115752,1620.802091,-0.211720302,0.000143701,0.000319615
PHKG2,5261,1622.447594,0.269051291,0.000144204,0.000320695
,100132288,764.6095187,0.612112368,0.000144334,0.000320947
,283487,125.8764351,-0.57881158,0.000144845,0.000322046
LOXL3,84695,120.8495886,-0.513096461,0.000145005,0.000322365
ABCC10,89845,1002.794044,-0.228568043,0.000145485,0.000323394
SLC1A2,6506,97.04298138,0.720919833,0.000145519,0.000323433
PPARD,5467,2473.689562,-0.216259076,0.000145544,0.000323449
PBX2,5089,2829.767781,-0.156691958,0.000145742,0.000323851
FKTN,2218,1127.732535,0.23741769,0.000145827,0.000324004
DGAT1,8694,1876.642816,0.328978315,0.000145873,0.000324068
TSSK3,81629,50.11496326,0.590093944,0.000145923,0.000324142
LLGL2,3993,3464.073009,0.308094493,0.000145962,0.000324189
USP4,7375,2693.343792,-0.174295484,0.000146007,0.000324252
SPATA33,124045,218.0838778,0.350741308,0.000146045,0.000324299
FAM60A,58516,3020.52136,-0.273054201,0.000146064,0.000324304
SOX17,64321,194.4662735,-0.689743069,0.000146381,0.000324971
SMAD5,4090,3385.015132,-0.279567966,0.000146538,0.000325281
XAB2,56949,4280.901802,0.315185123,0.000146715,0.000325635
NBPF15,284565,461.5435157,0.545934625,0.000146798,0.000325783
LRIT3,345193,9.685307612,0.635797176,0.000146883,0.000325933
C6orf1,221491,1095.571708,0.401745634,0.000146915,0.000325966
BMP1,649,890.4738901,-0.314691124,0.000146962,0.000326034
DSC1,1823,7.848625618,-0.850582519,0.000147009,0.000326099
TCF21,6943,1183.800934,-0.616982785,0.000147274,0.00032665
LCHN,57189,2814.951606,0.284252678,0.000147465,0.000327036
BRK1,55845,8660.476028,0.221340771,0.000147561,0.000327209
ST6GALNAC6,30815,2761.064452,-0.287462457,0.000147659,0.000327389
RASSF9,9182,82.08440954,-0.589443084,0.0001482,0.000328551
VCX3A,51481,3.1919574,1.107575287,0.000148334,0.000328809
CH25H,9023,182.1114988,-0.785667055,0.000148576,0.000329309
OLFML3,56944,2036.344333,-0.561681882,0.000149003,0.000330215
,338651,29.28904169,0.841405072,0.000149158,0.000330521
DOK3,79930,145.6407361,0.445262768,0.000149789,0.000331844
PCNXL3,399909,3137.772321,0.267475156,0.000149776,0.000331844
FBLN1,2192,16656.80045,-0.653997981,0.000150704,0.000333816
TMEM155,132332,5.502575498,-0.843899102,0.000150715,0.000333816
ZNF529,57711,710.8552344,0.205247092,0.000150735,0.000333823
RCL1,10171,668.4725311,0.224742724,0.000150833,0.000334002
API5,8539,5047.201625,-0.176440725,0.000150878,0.000334063
MNDA,4332,150.0524363,-0.634477939,0.000150978,0.000334246
SDE2,163859,1273.385269,-0.306757603,0.000150999,0.000334253
NXNL2,158046,11.14786966,-0.636372989,0.000151229,0.000334724
TMEM218,219854,837.9475726,0.202977227,0.000151665,0.000335649
HNRNPD,3184,8438.394614,0.178241469,0.000152031,0.000336421
RLN2,6019,217.8926025,1.041398088,0.000152356,0.000337099
,554236,15.72832596,0.640174968,0.000153142,0.000338799
,283011,31.32858274,0.515148999,0.000153333,0.000339183
TRIM52,84851,456.422809,0.281965901,0.000153895,0.000340387
CHMP7,91782,2293.673062,-0.219645405,0.000154146,0.000340903
YWHAH,7533,3884.642229,-0.289211,0.000154164,0.000340904
EFHC1,114327,634.7567467,0.347709826,0.000154423,0.000341436
NHLRC3,387921,1025.156132,-0.258704767,0.000154522,0.000341617
TRIM46,80128,92.57698828,0.660776478,0.000154722,0.000342019
LYRM2,57226,2158.237246,-0.223666651,0.000154955,0.000342495
ABCC6,368,180.8918423,-0.880627379,0.000154977,0.000342504
RNF168,165918,284.4507822,-0.51806175,0.000155284,0.000343142
PLXDC2,84898,716.598393,-0.406281887,0.000156168,0.000345057
PITHD1,57095,3842.408097,0.232050904,0.000156313,0.000345337
,729082,882.9847836,-0.269588312,0.000156774,0.000346314
,144486,21.6874297,0.42935998,0.000157263,0.000347354
HSPB11,51668,835.0550359,0.306019322,0.000157306,0.000347411
PRRX2,51450,285.3747343,-0.568522034,0.000158003,0.00034891
ILKAP,80895,1127.405201,0.268768526,0.000158833,0.000350701
HSD17B6,8630,3764.516786,0.935677557,0.00015886,0.000350721
ZNF708,7562,604.4883675,0.291622363,0.000158898,0.000350763
